# t(s), PGD_base(m), Drift_abs(m), Drift_norm(mm/m), Prob(%)
18.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
18.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.210, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.215, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.220, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.225, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.230, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.235, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.240, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.245, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.250, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.255, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.260, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.265, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.270, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.275, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.280, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.285, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.290, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.295, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.300, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.305, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.310, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.315, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.320, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.325, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.330, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.335, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.340, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.345, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.350, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.355, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.360, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.365, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.370, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.375, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.380, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.385, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.390, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.910, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.915, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.920, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.925, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.930, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.935, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.940, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.945, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.950, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.955, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.960, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.965, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.970, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.975, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.980, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.985, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.990, 6.964362e-06, 1.025021e-05, 0.01, 0.00
19.995, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.000, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.005, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.010, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.015, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.020, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.025, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.030, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.035, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.040, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.045, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.050, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.055, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.060, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.065, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.070, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.075, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.080, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.085, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.090, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.095, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.100, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.105, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.110, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.115, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.120, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.125, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.130, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.135, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.140, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.145, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.150, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.155, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.160, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.165, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.170, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.175, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.180, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.185, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.190, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.195, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.200, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.205, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.210, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.215, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.220, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.225, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.230, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.235, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.240, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.245, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.250, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.255, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.260, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.265, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.270, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.275, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.280, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.285, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.290, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.295, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.300, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.305, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.310, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.315, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.320, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.325, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.330, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.335, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.340, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.345, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.350, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.355, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.360, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.365, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.370, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.375, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.380, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.385, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.390, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.395, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.400, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.405, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.410, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.415, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.420, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.425, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.430, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.435, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.440, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.445, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.450, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.455, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.460, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.465, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.470, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.475, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.480, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.485, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.490, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.495, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.500, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.505, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.510, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.515, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.520, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.525, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.530, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.535, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.540, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.545, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.550, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.555, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.560, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.565, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.570, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.575, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.580, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.585, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.590, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.595, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.600, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.605, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.610, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.615, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.620, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.625, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.630, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.635, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.640, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.645, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.650, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.655, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.660, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.665, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.670, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.675, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.680, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.685, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.690, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.695, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.700, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.705, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.710, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.715, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.720, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.725, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.730, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.735, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.740, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.745, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.750, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.755, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.760, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.765, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.770, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.775, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.780, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.785, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.790, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.795, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.800, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.805, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.810, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.815, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.820, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.825, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.830, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.835, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.840, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.845, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.850, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.855, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.860, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.865, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.870, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.875, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.880, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.885, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.890, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.895, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.900, 6.964362e-06, 1.025021e-05, 0.01, 0.00
20.905, 6.964362e-06, 1.025021e-05, 0.01, 0.00
